Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
HERNANDO PORRES, MONICA;01/01/2015;31/12/2015;67.087,01 €;DIRECTOR/A;001310000;DIRECCIÓN DE VÍCTIMAS Y DERECHOS HUMANOS;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;22/06/2016
HERNANDO PORRES, MONICA;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;001310000;DIRECCIÓN DE VÍCTIMAS Y DERECHOS HUMANOS;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;23/06/2017
HERNANDO UZKUDUN, AMAIA;01/01/2014;14/04/2014;7.271,11 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;17/12/2011;14/04/2014;30/11/2015
HUIDOBRO BURGOS, FRANCISCO JOSE;23/12/2014;31/12/2014;1.748,31 €;PRESIDENTE/A;204010000;Consejo Económico y Social Vasco;204;Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;23/12/2014;;30/11/2015
HUIDOBRO BURGOS, FRANCISCO JOSE;01/01/2015;31/12/2015;79.844,99 €;PRESIDENTE/A;204010000;PRESIDENCIA;204;CESV, Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;23/12/2014;;22/06/2016
HUIDOBRO BURGOS, FRANCISCO JOSE;01/01/2016;31/12/2016;80.738,51 €;PRESIDENTE/A;204010000;PRESIDENCIA;204;CESV, Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;23/12/2014;;23/06/2017
HUIDOBRO BURGOS, FRANCISCO JOSÉ;01/01/2014;22/12/2014;65.596,20 €;SECRETARIO/A GENERAL;204010000;Consejo Económico y Social Vasco;204;Consejo Económico y Social Vasco;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;13/05/2010;22/12/2014;30/11/2015
IBARRECHE CARECHE, JUAN;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;053130000;DIRECCIÓN DE FORMACIÓN PARA EL EMPLEO Y GARANTÍA DE INGRESOS;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;30/11/2015
IBARRECHE CARECHE, JUAN;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;053130000;DIRECCIÓN DE FORMACIÓN PARA EL EMPLEO Y GARANTÍA DE INGRESOS;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;22/06/2016
IBARRECHE CARECHE, JUAN;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;053130000;DIRECCIÓN DE FORMACIÓN PARA EL EMPLEO Y GARANTÍA DE INGRESOS;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;23/06/2017
IBARRETXE ALTUBE, ROBERTO;01/01/2014;31/12/2014;69.581,62 €;DIRECTOR/A GERENTE GR.4;060030000;CENTRO VASCO DE TRANSFUSIÓN Y TEJIDOS HUMANOS;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/11/2010;;30/11/2015
IBARRETXE ALTUBE, ROBERTO;01/01/2015;31/12/2015;70.692,35 €;DIRECTOR/A GERENTE GR.4;060030000;CENTRO VASCO DE TRANSFUSIÓN Y TEJIDOS HUMANOS;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/11/2010;;22/06/2016
IBARRETXE ALTUBE, ROBERTO;01/01/2016;31/12/2016;70.510,62 €;DIRECTOR/A GERENTE GR.4;060030000;CENTRO VASCO DE TRANSFUSIÓN Y TEJIDOS HUMANOS;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/11/2010;;23/06/2017
IGARTUA AZCUNE, REGINA;01/01/2014;31/12/2014;56.373,02 €;DIRECTOR/A DE ENFERMERÍA GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;28/11/2005;;30/11/2015
IGARTUA AZCUNE, REGINA;01/01/2015;31/12/2015;54.878,50 €;DIRECTOR/A DE ENFERMERÍA GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;28/11/2005;;22/06/2016
IGARTUA AZCUNE, REGINA;01/01/2016;31/12/2016;54.855,03 €;DIRECTOR/A DE ENFERMERÍA GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;28/11/2005;;23/06/2017
IGLESIA ROSENDE, KARMELE;06/05/2014;31/12/2014;66.061,83 €;DIRECTOR/A DE PERSONAL GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/05/2014;;30/11/2015
IGLESIA ROSENDE, KARMELE;01/01/2015;31/12/2015;67.389,39 €;DIRECTOR/A DE PERSONAL GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;22/06/2016
IGLESIA ROSENDE, KARMELE;01/01/2016;31/12/2016;67.108,16 €;DIRECTOR/A DE PERSONAL GR.3;060124000;ORGANIZACIÓN SANITARIA INTEGRADA BARAKALDO-SESTAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;23/06/2017
IÑARGA ECHEVERRIA, MIREN;01/09/2014;31/12/2014;20.571,88 €;DIRECTOR/A ACADEMICO/A;105000000;Musikene, Fundación Privada para el Centro Superior de Música del País Vasco;105;Musikene, Fundación Privada para el Centro Superior de Música del País Vasco;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;01/09/2014;;30/11/2015
IÑARGA ECHEVERRIA, MIREN;01/01/2015;31/12/2015;62.683,03 €;DIRECTOR/A ACADEMICO/A;105000000;DIRECCIÓN GENERAL / GERENCIA;105;Musikene, Fundación Privada para el Centro Superior de Música del País Vasco;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;01/09/2014;;22/06/2016
IÑARGA ECHEVERRIA, MIREN;01/01/2016;31/12/2016;63.584,76 €;DIRECTOR/A ACADEMICO/A;105000000;DIRECCIÓN GENERAL / GERENCIA;105;Musikene, Fundación Privada para el Centro Superior de Música del País Vasco;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;01/09/2014;;23/06/2017
IRADI ARRIETA, JOSU MIRENA;01/01/2014;31/12/2014;72.842,85 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);046010000;DIRECCIÓN GENERAL;046;EUSTAT, Instituto Vasco de Estadística;05;05 - HACIENDA Y FINANZAS;03/01/2013;;30/11/2015
IRADI ARRIETA, JOSU MIRENA;01/01/2015;31/12/2015;74.294,22 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);046010000;DIRECCIÓN GENERAL;046;EUSTAT, Instituto Vasco de Estadística;05;05 - HACIENDA Y FINANZAS;03/01/2013;;22/06/2016
IRADI ARRIETA, JOSU MIRENA;01/01/2016;31/12/2016;75.118,92 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);046010000;DIRECCIÓN GENERAL;046;EUSTAT, Instituto Vasco de Estadística;05;05 - HACIENDA Y FINANZAS;03/01/2013;;23/06/2017
IRIARTE IRURETA, MIREN IZASKUN;01/01/2014;31/12/2014;81.767,64 €;VICECONSEJERO/A;009100000;VICECONSEJERÍA DE ADMINISTRACIÓN Y PLANIFICACIÓN TERRITORIAL;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/05/2013;;30/11/2015
IRIARTE IRURETA, MIREN IZASKUN;01/01/2015;31/12/2015;83.588,58 €;VICECONSEJERO/A;009100000;VICECONSEJERÍA DE ADMINISTRACIÓN Y PLANIFICACIÓN TERRITORIAL;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/05/2013;;22/06/2016
IRUIN SANZ, ALVARO;01/01/2014;31/12/2014;71.142,65 €;DIRECTOR/A GERENTE GR.4;060136000;RED DE SALUD MENTAL DE GIPUZKOA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;17/07/2007;;30/11/2015
IRUIN SANZ, ALVARO;01/01/2015;31/12/2015;71.361,48 €;DIRECTOR/A GERENTE GR.4;060136000;RED DE SALUD MENTAL DE GIPUZKOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/07/2007;;22/06/2016
IRUIN SANZ, ALVARO;01/01/2016;31/12/2016;71.282,82 €;DIRECTOR/A GERENTE GR.4;060136000;RED DE SALUD MENTAL DE GIPUZKOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/07/2007;;23/06/2017
IRURETAGOIENA IBARGUREN, Mª TERESA;01/01/2014;31/12/2014;71.559,75 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);043010000;DIRECCIÓN;043;IVAP, Instituto Vasco de Administración Pública;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;30/11/2015
IRURETAGOIENA IBARGUREN, Mª TERESA;01/01/2015;31/12/2015;72.534,49 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);043010000;DIRECCIÓN GENERAL;043;IVAP, Instituto Vasco de Administración Pública;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;22/06/2016
IRURETAGOIENA IBARGUREN, Mª TERESA;01/01/2016;31/12/2016;73.336,02 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);043010000;DIRECCIÓN GENERAL;043;IVAP, Instituto Vasco de Administración Pública;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;23/06/2017
ISPIZUA ZUAZUA, JESUS ALFREDO;17/07/2015;31/12/2015;32.974,75 €;DIRECTOR/A;004130000;DIRECCIÓN ECONOMÍA SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;17/07/2015;;22/06/2016
ISPIZUA ZUAZUA, JESUS ALFREDO;01/01/2016;31/12/2016;74.421,71 €;DIRECTOR/A;004130000;DIRECCIÓN ECONOMÍA SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;17/07/2015;20/01/2017;23/06/2017
ITUARTE AZPIAZU, RICARDO;20/10/2015;31/12/2015;14.674,45 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ECONÓMICO-FINANCIERO;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;20/10/2015;;22/06/2016
ITUARTE AZPIAZU, RICARDO;01/01/2016;31/12/2016;74.500,44 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ECONÓMICO-FINANCIERO;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;20/10/2015;;23/06/2017
ITURBE MENDIALDUA, Mª TERESA;01/01/2014;31/12/2014;85.693,00 €;DIRECTOR/A GENERAL;066010000;Dirección General de EITB;066;Euskal Irrati Telebista Radio Televisión Vasca (EITB);06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;07/03/2013;;30/11/2015
ITURBE MENDIALDUA, Mª TERESA;01/01/2015;31/12/2015;85.693,00 €;DIRECTOR/A GENERAL;066010000;DIRECCIÓN GENERAL / GERENCIA;066;EITB, Euskal Irrati Telebista Radio Televisión Vasca;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;07/03/2013;;22/06/2016
ITURBE MENDIALDUA, Mª TERESA;01/01/2016;31/12/2016;86.554,00 €;DIRECTOR/A GENERAL;066010000;DIRECCIÓN GENERAL / GERENCIA;066;EITB, Euskal Irrati Telebista Radio Televisión Vasca;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;07/03/2013;;23/06/2017
ITURRIAGA ANCIN, FERNANDO;01/01/2014;31/12/2014;71.602,40 €;ASESOR/A DE PROGRAMAS Y ESTUDIOS;005000000;CONSEJERÍA;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;30/11/2015
ITURRIAGA ANCIN, FERNANDO;01/01/2015;31/12/2015;72.340,59 €;ASESOR/A DE PROGRAMAS Y ESTUDIOS;005000000;CONSEJERÍA;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;22/06/2016
ITURRIAGA ANCIN, FERNANDO;01/01/2016;27/11/2016;63.059,76 €;ASESOR/A DE PROGRAMAS Y ESTUDIOS;005000000;CONSEJERÍA;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;27/11/2016;23/06/2017
ITURRIAGA ANCIN, FERNANDO;28/11/2016;31/12/2016;10.306,65 €;ASESOR/A DE PROGRAMAS Y ESTUDIOS;006000000;CONSEJERÍA;006;Departamento de Hacienda y Economía;06;06 - HACIENDA Y ECONOMÍA;28/11/2016;;23/06/2017
ITURRIAGA NIEVA, RAFAEL;01/01/2014;31/12/2014;67.087,04 €;VOCAL AUTORIDAD VASCA DE LA COMPETENCIA;054000000;AUTORIDAD VASCA DE LA COMPETENCIA;054;Autoridad Vasca de la Competencia;05;05 - HACIENDA Y FINANZAS;17/07/2012;;30/11/2015
ITURRIAGA NIEVA, RAFAEL;01/01/2015;31/12/2015;67.087,02 €;VOCAL AUTORIDAD VASCA DE LA COMPETENCIA;054100000;PRESIDENCIA;054;Autoridad Vasca de la Competencia;05;05 - HACIENDA Y FINANZAS;17/07/2012;;22/06/2016
ITURRIOZ UNZUETA, ALEJANDRA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;009210000;DIRECCIÓN DE ADMINISTRACIÓN AMBIENTAL;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;;30/11/2015
ITURRIOZ UNZUETA, ALEJANDRA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;009210000;DIRECCIÓN DE ADMINISTRACIÓN AMBIENTAL;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;;22/06/2016
ITURRIOZ UNZUETA, ALEJANDRA;01/01/2016;13/12/2016;64.474,20 €;DIRECTOR/A;009210000;DIRECCIÓN DE ADMINISTRACIÓN AMBIENTAL;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;13/12/2016;23/06/2017
JAUREGIBERRI GOENAGA, AMAIA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;006110000;DIRECCIÓN DE GESTIÓN ECONÓMICA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;30/11/2015
JAUREGIBERRI GOENAGA, AMAIA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;006110000;DIRECCIÓN DE GESTIÓN ECONÓMICA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;22/06/2016
JAUREGIBERRI GOENAGA, AMAIA;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;006110000;DIRECCIÓN DE GESTIÓN ECONÓMICA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;23/06/2017
JAUREGUI FERNANDEZ, PEDRO JAVIER;01/01/2016;31/12/2016;6.204,13 €;VICECONSEJERO/A;004200000;VICECONSEJERIA DE VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;;;23/06/2017
JUANENA GURUCETA, SERGIO EMILIO;01/01/2014;31/12/2014;67.087,04 €;ASESOR/A EN COMUNICACIONES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;14/01/2013;;30/11/2015
JUANENA GURUCETA, SERGIO EMILIO;01/01/2015;31/12/2015;67.087,02 €;ASESOR/A EN COMUNICACIONES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;14/01/2013;;22/06/2016
JUANENA GURUCETA, SERGIO EMILIO;01/01/2016;27/11/2016;61.539,75 €;ASESOR/A EN COMUNICACIONES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;14/01/2013;27/11/2016;23/06/2017
JUANENA GURUCETA, SERGIO EMILIO;28/11/2016;30/12/2016;6.218,16 €;ASESOR/A EN COMUNICACIONES;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;28/11/2016;30/12/2016;23/06/2017
JUANENA GURUCETA, SERGIO EMILIO;31/12/2016;31/12/2016;0,00 €;DIRECTOR/A;004010000;DIRECCIÓN DEL GABINETE Y COMUNICACIÓN;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;31/12/2016;;23/06/2017
JUARISTI LIZARRALDE, JUAN MARIA;10/03/2016;31/12/2016;49.153,33 €;DIRECTOR/A ACADEMICO/A;105000000;DIRECCIÓN GENERAL / GERENCIA;105;Musikene, Fundación Privada para el Centro Superior de Música del País Vasco;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/03/2016;;23/06/2017
KRUZETA OLAÑETA, ODILE;01/01/2014;31/12/2014;77.554,00 €;DIRECTOR/A DE EITB-Radio;162010000;Eusko Irratia Radiodifusión Vasca, S.A.;162;Eusko Irratia Radiodifusión Vasca, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;13/03/2013;;30/11/2015
KRUZETA OLAÑETA, ODILE;01/01/2015;31/12/2015;77.554,00 €;DIRECTOR/A DE EITB-Radio;162010000;DIRECCIÓN;162;Eusko Irratia Radiodifusión Vasca, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;13/03/2013;;22/06/2016
KRUZETA OLAÑETA, ODILE;01/01/2016;31/12/2016;77.554,00 €;DIRECTOR/A DE EITB-Radio;162010000;DIRECCIÓN;162;Eusko Irratia Radiodifusión Vasca, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;13/03/2013;;23/06/2017
KUTZ GARAIZABAL, RAFAEL MANUEL;01/01/2014;31/12/2014;110.693,60 €;DELEGADO/A;001260000;DELEGACION DE EUSKADI EN CHILE, PERÚ Y COLOMBIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;30/11/2015
KUTZ GARAIZABAL, RAFAEL MANUEL;01/01/2015;31/12/2015;110.693,58 €;DELEGADO/A;001260000;DELEGACION DE EUSKADI EN CHILE, PERÚ Y COLOMBIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;22/06/2016
KUTZ GARAIZABAL, RAFAEL MANUEL;01/01/2016;31/12/2016;111.800,54 €;DELEGADO/A;001260000;DELEGACION DE EUSKADI EN CHILE, PERÚ Y COLOMBIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;23/06/2017
LABAYEN BERAZA, FERMIN;01/01/2014;31/12/2014;80.958,29 €;DIRECTOR/A MÉDICO GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;11/03/2013;31/12/2014;30/11/2015
LABAYEN BERAZA, FERMIN;01/01/2015;31/12/2015;82.146,73 €;DIRECTOR/A MÉDICO GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
LABAYEN BERAZA, FERMIN;01/01/2016;31/12/2016;82.104,26 €;DIRECTOR/A MÉDICO GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;12/02/2017;23/06/2017
LACALLE EDESO, HERNANDO;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;005320000;DIRECCIÓN DE PRESUPUESTOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/01/2013;;30/11/2015
LACALLE EDESO, HERNANDO;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;005320000;DIRECCIÓN DE PRESUPUESTOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/01/2013;;22/06/2016
LACALLE EDESO, HERNANDO;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;005320000;DIRECCIÓN DE PRESUPUESTOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/01/2013;;23/06/2017
LADRON-GUEVARA PORTUGAL, JOSE MANUEL;01/01/2014;31/12/2014;83.140,74 €;DIRECTOR/A GERENTE GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;11/03/2013;31/12/2014;30/11/2015
LADRON-GUEVARA PORTUGAL, JOSE MANUEL;01/01/2015;31/12/2015;84.366,26 €;DIRECTOR/A GERENTE GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
LADRON-GUEVARA PORTUGAL, JOSE MANUEL;01/01/2016;31/12/2016;84.024,78 €;DIRECTOR/A GERENTE GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;23/06/2017
LANDAIDA LARIZGOITIA, MIREN IZASKUN;01/01/2014;31/12/2014;78.673,83 €;DIRECTOR/A GENERAL (NIVEL VICECONSEJERO);047100000;DIRECCIÓN;047;EMAKUNDE, Instituto Vasco de la Mujer;01;01 - LEHENDAKARITZA;31/01/2013;;30/11/2015
LANDAIDA LARIZGOITIA, MIREN IZASKUN;01/01/2015;31/12/2015;78.673,84 €;DIRECTOR/A GENERAL (NIVEL VICECONSEJERO);047100000;DIRECCIÓN GENERAL;047;EMAKUNDE, Instituto Vasco de la Mujer;01;01 - LEHENDAKARITZA;31/01/2013;;22/06/2016
LANDAIDA LARIZGOITIA, MIREN IZASKUN;01/01/2016;31/12/2016;79.460,64 €;DIRECTOR/A GENERAL (NIVEL VICECONSEJERO);047100000;DIRECCIÓN GENERAL;047;EMAKUNDE, Instituto Vasco de la Mujer;01;01 - LEHENDAKARITZA;31/01/2013;;23/06/2017
LANDALUCE LAUZURICA, IGNACIO;01/01/2014;31/12/2014;76.149,10 €;DIRECTOR/A MÉDICO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;02/09/2013;;30/11/2015
LANDALUCE LAUZURICA, IGNACIO;01/01/2015;31/12/2015;76.910,75 €;DIRECTOR/A MÉDICO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;02/09/2013;;22/06/2016
LANDALUCE LAUZURICA, IGNACIO;01/01/2016;31/12/2016;77.065,80 €;DIRECTOR/A MÉDICO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;02/09/2013;;23/06/2017
LANDETA GARCÍA, JAVIER MARIANO;01/10/2014;31/12/2014;16.771,76 €;ASESOR/A MATERIA INFORMÁTICA EN EL ÁREA JUSTICIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;01/10/2014;;30/11/2015
LANDETA GARCÍA, JAVIER MARIANO;01/01/2015;31/12/2015;67.087,02 €;ASESOR/A MATERIA INFORMÁTICA EN EL ÁREA JUSTICIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;01/10/2014;;22/06/2016
LANDETA GARCÍA, JAVIER MARIANO;01/01/2016;27/11/2016;61.539,75 €;ASESOR/A MATERIA INFORMÁTICA EN EL ÁREA JUSTICIA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;01/10/2014;27/11/2016;23/06/2017
LAPUENTE TRONCOSO, JUAN LUIS;01/01/2014;31/12/2014;55.965,44 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/03/2011;;30/11/2015
LAPUENTE TRONCOSO, JUAN LUIS;01/01/2015;31/12/2015;56.792,99 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/03/2011;;22/06/2016
LAPUENTE TRONCOSO, JUAN LUIS;01/01/2016;31/12/2016;56.603,36 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/03/2011;;23/06/2017
LARRAÑAGA GARAIKOETXEA, NEREA;01/01/2014;31/12/2014;58.590,11 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA BAJO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;14/03/2001;09/10/2015;30/11/2015
LARRAÑAGA GARAIKOETXEA, NEREA;01/01/2015;09/10/2015;43.397,13 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;14/03/2001;09/10/2015;22/06/2016
LARRAÑAGA GARITANO, JESUS;31/01/2014;23/11/2014;61.505,68 €;DIRECTOR/A GERENTE ATENCIÓN PRIMARIA;060129000;COMARCA EZKERRALDEA-ENKARTERRI;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;31/01/2014;23/11/2014;30/11/2015
LARRAÑAGA GARITANO, JESUS MARIA;24/11/2014;31/12/2014;7741,39;DIRECTOR/A GERENTE GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;24/11/2014;22/02/2015;30/11/2015
