Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	Mantenimiento puertas automáticas	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Mantenimiento puertas automáticas	67/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50324200-4,Descripción:Servicios de mantenimiento preventivo,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.958,68	6.000	21%(Tipo de IVA general)	4.958,68	6.000			12	No		No	1	Razón Social:PUERTAS AUTOMÁTICAS PORTIS, S.L.,Nacionalidad:España,Provincia:Madrid,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Conferencia impartida por Patxi Laborda	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Conferencia para completar los programas de los centros IRALE	IRALE-2017/urtarrila-05579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:79632000-3,Descripción:Servicios de formación de personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	118,5	150		118,5	150				No		No	1	Razón Social:PATXI LABORDA LARREA,Nacionalidad:España,Provincia:Bizkaia,UTE:No	23/01/2017	23/01/2017																	No																		No
Ejecución	tratamiento y análisis del agua	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	tratamiento y análisis del agua	66/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:24962000-5,Descripción:Productos químicos para tratamiento del agua,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	14.876,03	18.000	21%(Tipo de IVA general)	14.876,03	18.000			12	No		No	1	Razón Social:URIARTE-PAGALDAY S.L.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Mantenimiento eléctrico	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Mantenimiento eléctrico	58/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50000000-5,Descripción:Servicios de reparación y mantenimiento,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.355,37	21.000	21%(Tipo de IVA general)	17.355,37	21.000			12	No		No	1	Razón Social:ELECTROTÉCNICA DE URBINA, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Mantenimiento central de incendios + extintores	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Mantenimiento central de incendios + extintores	57/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50324200-4,Descripción:Servicios de mantenimiento preventivo,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.355,37	21.000	21%(Tipo de IVA general)	17.355,37	21.000			12	No		No	1	Razón Social:INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Suministro de luminarias de gran eficiencia	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Suministro de luminarias de gran eficiencia	106/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:31500000-1,Descripción:Material de iluminación y lámparas eléctricas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.264,46	10.000	21%(Tipo de IVA general)	8.264,46	10.000			12	No		No	1	Razón Social:ALMACENES ELECTRICOS RAMIREZ, S.L.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Suministro de material electrico	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Ssuministro de material eléctrico	107/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:31680000-6,Descripción:Materiales y accesorios eléctricos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.264,46	10.000	21%(Tipo de IVA general)	8.264,46	10.000			12	No		No	1	Razón Social:ALMACENES ELÉCTRICOS VITORIA, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Limpieza anual de las Oficinas de Kontsumobide. Vitoria-Gasteiz	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Kontsumobide-Instituto Vasco de Consumo	Director/a de Kontsumobide-Instituto Vasco de Consumo	Kontsumobide-Instituto Vasco de Consumo	Mesa de Contratación - Kontsumobide-Instituto Vasco de Consumo	Limpieza anual de las Oficinas de Kontsumobide. Vitoria-Gasteiz	CM/01/2017-KB591_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:90919200-4,Descripción:Servicios de limpieza de oficinas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	11.574,48	14.005	21%(Tipo de IVA general)	11.574,48	14.005			12	No		No	1	Razón Social:LIMPIEZAS GUTIÉRREZ, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Limpieza del Laboratorio de Salud Pública de Bizkaia	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Salud	Dirección de Régimen Jurídico, Económico y Servicios Generales	Salud	Mesa de Contratación - Salud	Limpieza del Laboratorio de Salud Pública de Bizkaia	25/2017-S580_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:90911200-8,Descripción:Servicios de limpieza de edificios,Principal:Si	No	No	No	No	Si		30/11/2016			28/11/2016		Ordinaria	Abierto	Precio más ventajoso	33.576	40.627	21%(Tipo de IVA general)	2.679,63	3.242	67.152		11	No		No	2	Razón Social:MESET DEVELOPS, S.L.,Nacionalidad:España,Provincia:Zaragoza,UTE:No	12/01/2017	31/01/2017																	No																		No
Ejecución	Mantenimiento de jardines y campas del Laboratorio de Control de Calidad en la Edificación durante el 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Mantenimiento de jardines y campas del Laboratorio de Control de Calidad en la Edificación durante el 2017	014P/2017577_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:77310000-6,Descripción:Servicios de plantación y mantenimiento de zonas verdes,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.260	3.945	21%(Tipo de IVA general)	3.260	3.945			12	No		No	1	Razón Social:JUAN CARLOS LÓPEZ DE IPIÑA TORRES,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	16/01/2017	16/01/2017																	No																		No
Ejecución	Contratación de los servicios técnicos necesarios para el desarrollo de un nuevo Sistema de Gestión de Convalidaciones y Homologaciones títulos y estudios extranjeros no universitarios. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Contratación de los servicios técnicos necesarios para el desarrollo de un nuevo Sistema de Gestión de Convalidaciones y Homologaciones títulos y estudios extranjeros no universitarios.	092/2016181_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72200000-7,Descripción:Servicios de programación de software y de consultoría,Principal:Si	No	No	No	No	Si					23/11/2016		Ordinaria	Abierto	Oferta más ventajosa	113.000	136.730	21%(Tipo de IVA general)	92.067	111.401	113.000		7	No		No	4	Razón Social:GRUPO CORPORATIVO GFI NORTE, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	23/01/2017	23/01/2017																	No																		No
Ejecución	Contratacion 2 cursos: Fundamentos Lean IT y DevOps Master	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Contratacion 2 cursos: Fundamentos Lean IT y DevOps Master	1701062181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80500000-9,Descripción:Servicios de formación,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	12.800	12.800	Exento	12.800	12.800			3	No		No	1	Razón Social:G2, Gobierno y Gestión de TI,Nacionalidad:España,Provincia:Barcelona,UTE:No	25/01/2017	25/01/2017																	No																		No
Ejecución	Redacción del Estudio de Detalle para las obras de construcción de una cubierta de pista deportiva en el Ies Landaberri Bhi de Lasarte-Oria (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Redacción del Estudio de Detalle para las obras de construcción de una cubierta de pista deportiva en el Ies Landaberri Bhi de Lasarte-Oria (Gipuzkoa).	G-007/16-est.579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.000	3.630	21%(Tipo de IVA general)	3.000	3.630			4	No		No	1	Razón Social:Edurne Goiatxe & Alberto Mendieta UTE ,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Informe de reconocimiento del estado, patologías, deterioros y posibles soluciones del edificio Cee Gorbeialde Hbi de Vitoria-Gasteiz (Araba).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Informe de reconocimiento del estado, patologías, deterioros y posibles soluciones del edificio Cee Gorbeialde Hbi de Vitoria-Gasteiz (Araba).	A-001/17- INF.579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	16.600	20.086	21%(Tipo de IVA general)	16.600	20.086			4	No		No	1	Razón Social:ATELIER 80 ARQUITECTOS, S.COOP. P.P.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	16/01/2017	16/01/2017																	No																		No
Ejecución	Servicio de taxis para la práctica de notificaciones, citaciones y actos emanados de los órganos judiciales del Partido Judicial de Irún	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno		Servicio de taxis para la práctica de notificaciones, citaciones y actos emanados de los órganos judiciales del Partido Judicial de Irún	M-032/2017 DGPA574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:60120000-5,Descripción:Servicios de taxi,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	15.000	16.500	10%(Tipo de IVA reducido)	15.000	16.500			11	No		No	1	Razón Social:TAXI BIDASOA S. COOP.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Reparación de aparato de radiología del Instituto Vasco de Medicina Legal en Donostia-San Sebastián	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Reparación de aparato de radiología del Instituto Vasco de Medicina Legal en Donostia-San Sebastián	M-033/2017 DGPA574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:33111000-1,Descripción:Aparatos para radiología,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	11.506	13.922	21%(Tipo de IVA general)	11.506	13.922			11	No		No	1	Razón Social:PHILIPS IBÉRICA, S.A.,Nacionalidad:España,Provincia:Madrid,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Integración de Inf. Inmigración con Servicio de Correspondencia	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Integración de Inf. Inmigración con Servicio de Correspondencia	1701032181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:72200000-7,Descripción:Servicios de programación de software y de consultoría,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	18.500	22.385	21%(Tipo de IVA general)	18.500	22.385			12	No		No	1	Razón Social:DEUSTO SISTEMAS, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	18/01/2017	18/01/2017																	No																		No
Ejecución	Servicio de vehículos con conductor para las Autoridades Judiciales de Gipuzkoa durante el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Servicio de vehículos con conductor para las Autoridades Judiciales de Gipuzkoa durante el año 2017	M-034/2017 DGPA574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:60170000-0,Descripción:Alquiler de vehículos para el transporte de pasajeros con conductor,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	13.000	14.300	10%(Tipo de IVA reducido)	13.000	14.300			11	No		No	1	Razón Social:SUITAL S. COOP.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Contratación con Usarza banda de txistularis de 17 actuaciones a celebrar en Eibar durante el año 2017	Privados	2017	No	Gipuzkoa	Entidad Local	Ayuntamiento	Ayuntamiento de Eibar	Ayuntamiento de Eibar	Alcalde del Ayuntamiento de Eibar	Ayuntamiento de Eibar		Contratación con Usarza banda de txistularis de 17 actuaciones a celebrar en Eibar durante el año 2017	2017002179_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:92312100-2,Descripción:Servicios artísticos de productores de teatro, grupos de cantantes, bandas y orquestas,Principal:Si	No	No	No	No	Si					02/02/2017		Ordinaria	Negociado	Otras	20.400	20.400	Exento	20.400	20.400	20.400		12	No		No	1	Razón Social:USARTZA BANDA DE TXISTULARIS DE EIBAR,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	31/01/2017	01/02/2017																	No																		No
Ejecución	Suministro de suscripciones Wolters Kluwer para las bibliotecas de los Palacios de Justicia de Bizkaia	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Suministro de suscripciones Wolters Kluwer para las bibliotecas de los Palacios de Justicia de Bizkaia	M-035/2017 DGPA574_00000000000000000000001		Si	Código:ES300,Descripción:Madrid,Principal: Si		Código:79980000-7,Descripción:Servicios de suscripción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.884,84	6.807	21%(Tipo de IVA general)	5.884,84	6.807			11	No		No	1	Razón Social:WOLTERS KLUWER,Nacionalidad:España,Provincia:Barcelona,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Mantenimiento de los jardines de la sede de Lehendakaritza y Ajuria-Enea	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Presidencia del Gobierno - Lehendakaritza	Secretaría General de la Presidencia	Presidencia del Gobierno - Lehendakaritza		Mantenimiento de los jardines de la sede de Lehendakaritza y Ajuria-Enea	05LHK/05S/2017573_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:77311000-3,Descripción:Servicios de mantenimiento de jardines y parques,Principal:Si	No	No	No	No	Si					01/02/2017		Ordinaria	Negociado	Otras	60.672	73.413	21%(Tipo de IVA general)	55.616	67.295	121.344		11	No		No	1	Razón Social:MIGUEL ANGEL URTARAN CORCUERA,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	26/01/2017	31/01/2017																	No																		No
Ejecución	Contratación de los servicios de mantenimiento de equipos de comunicaciones (servicios MPLS y Routers Frontera) 2017. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Contratación de los servicios de mantenimiento de equipos de comunicaciones (servicios MPLS y Routers Frontera) 2017	094/2016181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:72200000-7,Descripción:Servicios de programación de software y de consultoría,Principal:Si	No	No	No	No	Si					02/12/2016		Ordinaria	Abierto	Oferta más ventajosa	85.000	102.850	21%(Tipo de IVA general)	57.246,56	69.268	85.000		12	No		No	1	Razón Social:TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA, S.A.,Nacionalidad:España,UTE:No	10/01/2017	11/01/2017																	No																		No
Ejecución	Limpieza de la ingurugela de Vitoria-Gasteiz durante el 2017, excepto agosto	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Limpieza de la ingurugela de Vitoria-Gasteiz durante el 2017, excepto agosto	015P/2017577_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:90919200-4,Descripción:Servicios de limpieza de oficinas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.265,78	2.742	21%(Tipo de IVA general)	2.265,78	2.742			11	No		No	1	Razón Social:EULEN, S.A.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	20/01/2017	20/01/2017																	No																		No
Ejecución	Mantenimiento jardín sede GOGORA	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Director/a del Instituto de la Memoria, la Convivencia y los Derechos Humanos	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mesa de contratación - Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mantenimiento jardín sede GOGORA	GOGORA 2017-08593_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:77311000-3,Descripción:Servicios de mantenimiento de jardines y parques,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.184,96	7.484	21%(Tipo de IVA general)	6.184,96	7.484			12	No		No	1	Razón Social:IPIÑAMENDI DE SERVICIOS,Nacionalidad:España,Provincia:Bizkaia,UTE:No	04/01/2017	04/01/2017																	No																		No
Ejecución	"Actualización y soporte técnico del Software de Backup ""Data Protector"""	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	EUSTAT - Instituto Vasco de Estadística	Director/a general del Instituto Vasco de Estadística-EUSTAT	EUSTAT - Instituto Vasco de Estadística	Mesa de Contratación - EUSTAT - Instituto Vasco de Estadística	"Actualización y soporte técnico del Software de Backup ""Data Protector"""	CM 05/2017590_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72212218-0,Descripción:Servicios de desarrollo de software de gestión de licencias,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.950	5.990	21%(Tipo de IVA general)	4.950	5.990			11	No		No	1	Razón Social:HEWLETT PACKARD SERVICIOS ESPAÑA, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	20/01/2017	20/01/2017																	No																		No
Ejecución	Azkoitiako IES Xabier Munibe BHI ikastetxeko atzealdeko ezpondaren egonkortzearen lehen faseko lanak	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Azkoitiako IES Xabier Munibe BHI ikastetxeko atzealdeko ezpondaren egonkortzearen lehen faseko lanak	G-013/08-DIRE579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.500	4.235		3.500	4.235			4	No		No	1	Razón Social:LKS INGENIERÍA, S. COOP.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	31/01/2017	31/01/2017																	No																		No
Ejecución	Mantenimiento sistema gestión centralizada sede GOGORA	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Director/a del Instituto de la Memoria, la Convivencia y los Derechos Humanos	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mesa de contratación - Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mantenimiento sistema gestión centralizada sede GOGORA	GOGORA 2017-09593_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:45259000-7,Descripción:Reparación y mantenimiento de instalaciones,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	9.000	10.890	21%(Tipo de IVA general)	9.000	10.890			12	No		No	1	Razón Social:INGETEK SISTEMAS, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	04/01/2017	04/01/2017																	No																		No
Ejecución	"Estudio sobre""la literatura para la memoria y la convivencia en las aulas de educación secundaria"""	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Director/a del Instituto de la Memoria, la Convivencia y los Derechos Humanos	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mesa de contratación - Instituto de la Memoria, la Convivencia y los Derechos Humanos	"Estudio sobre""la literatura para la memoria y la convivencia en las aulas de educación secundaria"""	GOGORA 2017-10593_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:79311000-7,Descripción:Servicios de estudios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.000	6.050	21%(Tipo de IVA general)	5.000	6.050			11	No		No	1	Razón Social:UPV/EHU,Nacionalidad:España,Provincia:Bizkaia,UTE:No	31/01/2017	31/01/2017																	No																		No
Ejecución	"Programa ""AIHA-PAT"" Laboratorio Higiene. Programas de intercomparación del Laboratorio de Higiene."	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Osalan - Instituto Vasco de Seguridad y Salud Laborales	Director/a de OSALAN - Instituto Vasco de Seguridad y Salud Laboral	Osalan - Instituto Vasco de Seguridad y Salud Laborales	Mesa de Contratación - OSALAN - Instituto Vasco de Seguridad y Salud Laboral	Programas de intercomparación Laboratorio de Higiene	OS-CTB-2017_001587_00000000000000000000001		No		Código:US,Descripción:Estados Unidos de América,Principal: Si	Código:71900000-7,Descripción:Servicios de laboratorio,Principal:Si  Código:72320000-4,Descripción:Servicios relacionados con bases de datos,Principal:No	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.760	4.760		4.760	4.760			12	No		No	1	Razón Social:AMERICAN INDUSTRIAL HYGIENE ASSOCIATION,Nacionalidad:Estados Unidos de América,UTE:No	02/01/2017	02/01/2017																	No																		No
